hospcode|hospname
8899210202463|โรงพยาบาลส่งเสริมสุขภาพตำบลยางซ้าย จังหวัดสุโขทัย
8899210203664|โรงพยาบาลส่งเสริมสุขภาพตำบลรังกาใหญ่ จังหวัดนครราชสีมา
8899210204877|โรงพยาบาลส่งเสริมสุขภาพตำบลบึงคำพร้อย หมู่ที่ 13 จังหวัดปทุมธานี
8899210206060|โรงพยาบาลส่งเสริมสุขภาพตำบลหัวสะพาน จังหวัดเพชรบุรี
8899210207274|โรงพยาบาลส่งเสริมสุขภาพตำบลด่านทับตะโก จังหวัดราชบุรี
8899210208476|โรงพยาบาลส่งเสริมสุขภาพตำบลคลองขุด จังหวัดสตูล
8899210209699|โรงพยาบาลส่งเสริมสุขภาพตำบลโพธิ์ชัย จังหวัดหนองคาย
8899210201493|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านดง อำเภอบ้านแฮด จังหวัดขอนแก่น
8899210202711|โรงพยาบาลส่งเสริมสุขภาพตำบลทุ่งแล้ง จังหวัดแม่ฮ่องสอน
8899210203926|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านบางศาลา ตำบลบางศาลา จังหวัดนครศรีธรรมราช
8899210205138|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโต๊ะแน จังหวัดปัตตานี
8899210206107|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านพุมะค่า จังหวัดนครสวรรค์
8899210207321|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านปากสระ ตำบลจอมประทัด จังหวัดราชบุรี
8899210208523|โรงพยาบาลส่งเสริมสุขภาพตำบลแหลมสน จังหวัดสตูล
8899210209740|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านดอนกู่  ตำบลปางกู่ จังหวัดหนองบัวลำภู
8899210210459|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านตระการ ตำบลตระการ จังหวัดอุบลราชธานี
8899210201540|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านสร้างแป้น จังหวัดขอนแก่น
8899210202759|โรงพยาบาลส่งเสริมสุขภาพตำบลสบหาร จังหวัดแม่ฮ่องสอน
8899210203978|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านวังหิน ตำบลทุ่งสัง จังหวัดนครศรีธรรมราช
8899210205187|โรงพยาบาลส่งเสริมสุขภาพตำบลยาบี จังหวัดปัตตานี
8899210207580|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเมืองงาย ตำบลเมืองงาย จังหวัดเชียงใหม่
8899210208782|โรงพยาบาลส่งเสริมสุขภาพตำบลป่าไร่ จังหวัดสระแก้ว
8899210209999|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโคกสว่าง  ตำบลปะโค จังหวัดอุดรธานี
8899210200585|โรงพยาบาลแก้งคร้อ จังหวัดชัยภูมิ
8899210201810|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านธรรมรัตน์ใน  ตำบลคลองตะเกรา จังหวัดฉะเชิงเทรา
8899210203020|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านแม่แปง จังหวัดแพร่
8899210204230|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านท่าขอนเบน จังหวัดพิษณุโลก
8899210205458|โรงพยาบาลส่งเสริมสุขภาพตำบลไผ่หลวง จังหวัดพิจิตร
8899210206405|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านนาฝาย จังหวัดมหาสารคาม
8899210207618|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านร้องวัวแดง ตำบลร้องวัวแดง จังหวัดเชียงใหม่
8899210208829|โรงพยาบาลส่งเสริมสุขภาพตำบลซำผักแพว จังหวัดสระบุรี
8899210210047|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านนาเมืองไทย  ต.น้ำโสม จังหวัดอุดรธานี
8899210200634|โรงพยาบาลนางรอง จังหวัดบุรีรัมย์
8899210201858|โรงพยาบาลส่งเสริมสุขภาพตำบลหนามแดง จังหวัดฉะเชิงเทรา
8899210203067|โรงพยาบาลส่งเสริมสุขภาพตำบลสวนเขื่อน จังหวัดแพร่
8899210204281|โรงพยาบาลส่งเสริมสุขภาพตำบลวัดคลองขวาง จังหวัดนนทบุรี
8899210206662|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านนาเกียน ตำบลนาเกียน จังหวัดเชียงใหม่
8899210207879|โรงพยาบาลส่งเสริมสุขภาพตำบลทับทิมสยาม 06 บ้านนาจะเรีย ตำบลปรือใหญ่ จังหวัดศรีสะเกษ
8899210209086|โรงพยาบาลส่งเสริมสุขภาพตำบลป่าตาล จังหวัดเชียงราย
8899210210306|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านส่องตาแล  ตำบลบ่อถ้ำ จังหวัดกำแพงเพชร
8899210200909|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเขาต่อ จังหวัดกระบี่
8899210202109|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านกุดชุมแสง จังหวัดชัยภูมิ
8899210203328|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านคำพี้ห ตำบลคำพี้ จังหวัดนครพนม
8899210204539|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเขาเจ็ดลูก  ตำบลเขาเจ็ดลูก จังหวัดพิจิตร
8899210205493|โรงพยาบาลส่งเสริมสุขภาพตำบลคือเวียง จังหวัดพะเยา
8899210206710|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเซซ่ง ตำบลเชียงเพ็ง จังหวัดยโสธร
8899210207926|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโคกเพชร ตำบลโคกเพชร จังหวัดศรีสะเกษ
8899210209133|โรงพยาบาลส่งเสริมสุขภาพตำบลบางตะเคียน จังหวัดสุพรรณบุรี
8899210210353|โรงพยาบาลส่งเสริมสุขภาพตำบลขมิ้น จังหวัดอุบลราชธานี
8899210200958|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านร่าปู จังหวัดกระบี่
8899210202156|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองแซง จังหวัดชัยภูมิ
8899210203376|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านนายอใหญ่ ตำบลนางาม จังหวัดนครพนม
8899210204586|โรงพยาบาลส่งเสริมสุขภาพตำบลโพธิ์หมากแข้ง จังหวัดบึงกาฬ
8899210205756|โรงพยาบาลส่งเสริมสุขภาพตำบลแม่อิง จังหวัดพะเยา
8899210206966|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโนนสนาม   ตำบลเมืองไพร จังหวัดร้อยเอ็ด
8899210208184|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านตาลโกน ตำบลตาลโกน จังหวัดสกลนคร
8899210209393|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหาดริ้น จังหวัดสุราษฎร์ธานี
8899210200115|โรงพยาบาลวังเจ้า จังหวัดตาก
8899210200798|โรงพยาบาลฉลอง จังหวัดภูเก็ต
8899210202416|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านบึงบอน ตำบลกลางดง จังหวัดสุโขทัย
8899210203616|โรงพยาบาลส่งเสริมสุขภาพตำบลบุกระโทก จังหวัดนครราชสีมา
8899210204829|โรงพยาบาลส่งเสริมสุขภาพตำบลคลองสาม จังหวัดปทุมธานี
8899210205822|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านน้ำตวง ตำบลน้ำพาง จังหวัดน่าน
8899210207033|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านสระบัว    ตำบลสระบัว จังหวัดร้อยเอ็ด
8899210208250|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านแมด ตำบลดงชน จังหวัดสกลนคร
8899210209459|โรงพยาบาลส่งเสริมสุขภาพตำบลโคกกลาง จังหวัดสุรินทร์
8899210200187|โรงพยาบาลชุมตาบง จังหวัดนครสวรรค์
8899210201255|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านห้วยยางดง จังหวัดกาฬสินธุ์
8899210202482|โรงพยาบาลส่งเสริมสุขภาพตำบลหนองกลับ จังหวัดสุโขทัย
8899210203685|โรงพยาบาลส่งเสริมสุขภาพตำบลสระจรเข้ จังหวัดนครราชสีมา
8899210204896|โรงพยาบาลส่งเสริมสุขภาพตำบลหน้าไม้ อำเภอลาดหลุมแก้ว จังหวัดปทุมธานี รหัสหน่วยงาน 01123
8899210206126|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านวังรอ จังหวัดนครสวรรค์
8899210207341|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองกลางด่าน ตำบลกรับใหญ่ จังหวัดราชบุรี
8899210208543|โรงพยาบาลส่งเสริมสุขภาพตำบลบางกอ จังหวัดสมุทรปราการ
8899210209759|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโนนคูณ  ตำบลบ้านขาม จังหวัดหนองบัวลำภู
8899210210478|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านนากระแชง ตำบลนากระแชง จังหวัดอุบลราชธานี
8899210201559|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหัวนากลาง ตำบลบ้านแท่น จังหวัดขอนแก่น
8899210202779|โรงพยาบาลส่งเสริมสุขภาพตำบลทุ่งกวาว จังหวัดแพร่
8899210203999|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านใสใหญ่  ตำบลถ้ำใหญ่ จังหวัดนครศรีธรรมราช
8899210205206|โรงพยาบาลส่งเสริมสุขภาพตำบลกบเจา จังหวัดพระนครศรีอยุธยา
8899210206424|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านบ่อใหญ่ จังหวัดมหาสารคาม
8899210207637|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านสบอ้อ ตำบลแม่นะ จังหวัดเชียงใหม่
8899210208849|โรงพยาบาลส่งเสริมสุขภาพตำบลบัวลอย จังหวัดสระบุรี
8899210210066|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโนนสมบูรณ์  ต.ห้วยสามพาด จังหวัดอุดรธานี
8899210200653|โรงพยาบาลแคนดง จังหวัดบุรีรัมย์
8899210201877|โรงพยาบาลส่งเสริมสุขภาพตำบลนาจอมเทียน จังหวัดชลบุรี
8899210203086|โรงพยาบาลส่งเสริมสุขภาพตำบลเกาะแก้ว ตำบลคลองกระจัง จังหวัดเพชรบูรณ์
8899210204300|โรงพยาบาลส่งเสริมสุขภาพตำบลศาลากลาง จังหวัดนนทบุรี
8899210205514|โรงพยาบาลส่งเสริมสุขภาพตำบลโคกเจริญ จังหวัดพังงา
8899210206729|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านนาเวียง ตำบลกู่จาน จังหวัดยโสธร
8899210207945|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านซำเขียน ตำบลไพร จังหวัดศรีสะเกษ
8899210209153|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านดงรัง ตำบลวังคัน จังหวัดสุพรรณบุรี
8899210210373|โรงพยาบาลส่งเสริมสุขภาพตำบลทุ่งบอน จังหวัดอุบลราชธานี
8899210200978|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านกร่างทอง ตำบลทุ่งทอง จังหวัดกาญจนบุรี
8899210202176|โรงพยาบาลส่งเสริมสุขภาพตำบลป่าไม้แดง จังหวัดชัยภูมิ
8899210203090|โรงพยาบาลส่งเสริมสุขภาพตำบลเขาแม่แก่ ตำบลลาดแค จังหวัดเพชรบูรณ์
8899210204605|โรงพยาบาลส่งเสริมสุขภาพตำบลโนนดินแดง ตำบลโนนดินแดง จังหวัดบุรีรัมย์
8899210205841|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านสบสาย ตำบลตาลชุม จังหวัดน่าน
8899210207052|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองควายอีน้อย    ตำบลเมืองทุ่ง จังหวัดร้อยเอ็ด
8899210208269|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองบัวบาน ตำบลหนองบัว จังหวัดสกลนคร
8899210209478|โรงพยาบาลส่งเสริมสุขภาพตำบลตระเปียงเตีย จังหวัดสุรินทร์
8899210200209|โรงพยาบาลบ้านนา จังหวัดนครนายก
8899210201274|โรงพยาบาลส่งเสริมสุขภาพตำบลเขาขี้ฝอย จังหวัดอุทัยธานี
8899210202501|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านดอนหลวง จังหวัดลำพูน
8899210203704|โรงพยาบาลส่งเสริมสุขภาพตำบลสุขัง จังหวัดนครราชสีมา
8899210204917|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านคลองลอย  ตำบลร่อนทอง จังหวัดประจวบคีรีขันธ์
8899210206145|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองกระทุ่ม จังหวัดนครสวรรค์
8899210207360|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหาดสำราญ ตำบลคลองตาคต จังหวัดราชบุรี
8899210208562|โรงพยาบาลส่งเสริมสุขภาพตำบลบางเมือง จังหวัดสมุทรปราการ
8899210209778|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านพนาวัลย์  ตำบลดงสวรรค์ จังหวัดหนองบัวลำภู
8899210210497|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านน้ำคำแดง ตำบลเตย จังหวัดอุบลราชธานี
8899210201578|โรงพยาบาลส่งเสริมสุขภาพตำบลโพธิ์ไชย จังหวัดขอนแก่น
8899210202798|โรงพยาบาลส่งเสริมสุขภาพตำบลเกาะลิบง จังหวัดตรัง
8899210204019|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านห้วยปริก ตำบลห้วยปริก จังหวัดนครศรีธรรมราช
8899210205225|โรงพยาบาลส่งเสริมสุขภาพตำบลคลองสวนพลู จังหวัดพระนครศรีอยุธยา
8899210206443|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโพน จังหวัดมหาสารคาม
8899210207657|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านสามลี่ จังหวัดเชียงใหม่
8899210208869|โรงพยาบาลส่งเสริมสุขภาพตำบลผึ้งรวง จังหวัดสระบุรี
8899210210085|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโพนงาม จังหวัดอุดรธานี
8899210200678|โรงพยาบาลหว้านใหญ่ จังหวัดมุกดาหาร
8899210201896|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านช่องแสมสาร จังหวัดชลบุรี
8899210203107|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเขานางบวช ตำบลสาริกา จังหวัดนครนายก
8899210204319|โรงพยาบาลส่งเสริมสุขภาพตำบลตะปอเยาะ จังหวัดนราธิวาส
8899210205535|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเกาะไม้ไผ่ จังหวัดพังงา
8899210206748|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโพนเมือง ตำบลฟ้าห่วน จังหวัดยโสธร
8899210207965|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านตะเคียนบังอิง  ตำบลศรีสะอาด จังหวัดศรีสะเกษ
8899210209172|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านบางสะแก ตำบลบางตะเคียน จังหวัดสุพรรณบุรี
8899210210392|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านกอก ตำบลบ้านกอก จังหวัดอุบลราชธานี
8899210200997|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านดอนเจดีย์ ตำบลดอนเจดีย์ จังหวัดกาญจนบุรี
8899210202195|โรงพยาบาลส่งเสริมสุขภาพตำบลหนองคอนไทย จังหวัดชัยภูมิ
8899210203393|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านสุขเกษม  ตำบลโพธิ์ตาก จังหวัดนครพนม
8899210204624|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านคลองม่วง ตำบลบ้านจาน จังหวัดบุรีรัมย์
8899210205860|โรงพยาบาลส่งเสริมสุขภาพตำบลผาสิงห์ จังหวัดน่าน
8899210207071|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองยาง    ตำบลกกกุง จังหวัดร้อยเอ็ด
8899210208288|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านห้วยหีบรุ่งอรุณ ตำบลตองโขบ จังหวัดสกลนคร
8899210209497|โรงพยาบาลส่งเสริมสุขภาพตำบลทุ่งกุลา จังหวัดสุรินทร์
8899210200230|โรงพยาบาลบางปะอิน จังหวัดพระนครศรีอยุธยา
8899210201293|โรงพยาบาลส่งเสริมสุขภาพตำบลโนนเหล็ก จังหวัดอุทัยธานี
8899210202520|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเรือน จังหวัดลำพูน
8899210203723|โรงพยาบาลส่งเสริมสุขภาพตำบลหนองช่างตาย จังหวัดนครราชสีมา
8899210204936|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านธรรมรัตน์ ตำบลทองมงคล จังหวัดประจวบคีรีขันธ์
8899210206165|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองไผ่ อำเภอหนองบัว จังหวัดนครสวรรค์
8899210207379|โรงพยาบาลส่งเสริมสุขภาพตำบลวังเย็น จังหวัดราชบุรี
8899210208583|โรงพยาบาลส่งเสริมสุขภาพตำบลราชาเทวะ จังหวัดสมุทรปราการ
8899210209797|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองหว้าน้อย จังหวัดหนองบัวลำภู
8899210210516|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโนนสูง ตำบลโดมประดิษฐ์ จังหวัดอุบลราชธานี
8899210201597|โรงพยาบาลส่งเสริมสุขภาพตำบลศรีสุขสำราญ จังหวัดขอนแก่น
8899210202817|โรงพยาบาลส่งเสริมสุขภาพตำบลท่าพญา จังหวัดตรัง
8899210204038|โรงพยาบาลส่งเสริมสุขภาพตำบลสวนหลวง  ตำบลสวนหลวง จังหวัดนครศรีธรรมราช
8899210205244|โรงพยาบาลส่งเสริมสุขภาพตำบลช้างใหญ่ จังหวัดพระนครศรีอยุธยา
8899210206462|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านวังแสง จังหวัดมหาสารคาม
8899210207678|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านห้วยน้ำขาว ตำบลม่อนจอง จังหวัดเชียงใหม่
8899210208888|โรงพยาบาลส่งเสริมสุขภาพตำบลศาลารีไทย จังหวัดสระบุรี
8899210210105|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านสระคุ ต.หนองหัวคู จังหวัดอุดรธานี
8899210200698|โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ ๘๐ พรรษา จังหวัดศรีสะเกษ
8899210201915|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านป่าแดง จังหวัดชลบุรี
8899210203127|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านใน ตำบลบางลูกเสือ จังหวัดนครนายก
8899210204340|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโคกมือบา ตำบลโฆษิต จังหวัดนราธิวาส
8899210205555|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านสายปิหนัง ตำบลเหล จังหวัดพังงา
8899210206767|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองแข้ ตำบลโคกนาโก จังหวัดยโสธร
8899210207984|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านนา ตำบลภูเงิน จังหวัดศรีสะเกษ
8899210209191|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านวังหลุมพอง ตำบลจรเข้สามพัน จังหวัดสุพรรณบุรี
8899210210411|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านขี้เหล็ก จังหวัดอุบลราชธานี
8899210201016|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านท่าเสา ตำบลท่าเสา อำเภอท่ามะกา จังหวัดกาญจนบุรี
8899210202214|โรงพยาบาลส่งเสริมสุขภาพตำบลห้วยต้อน จังหวัดชัยภูมิ
8899210203412|โรงพยาบาลส่งเสริมสุขภาพตำบลไผ่ล้อม จังหวัดนครพนม
8899210204643|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโคกล่าม ตำบลโคกล่าม จังหวัดบุรีรัมย์
8899210205879|โรงพยาบาลส่งเสริมสุขภาพตำบลศิลาแลง จังหวัดน่าน
8899210207090|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหัวนา  ตำบลหนองทัพไทย จังหวัดร้อยเอ็ด
8899210208178|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านดอนสร้างไพร ตำบลทุ่งแก จังหวัดสกลนคร
8899210209516|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเกษตรถาวร ตำบลด่าน จังหวัดสุรินทร์
8899210200253|โรงพยาบาลสระโบสถ์ จังหวัดลพบุรี
8899210201312|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านบึง จังหวัดอุทัยธานี
8899210202539|โรงพยาบาลส่งเสริมสุขภาพตำบลประตูป่า จังหวัดลำพูน
8899210203742|โรงพยาบาลส่งเสริมสุขภาพตำบลหนองปลิง จังหวัดนครราชสีมา
8899210204955|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองปุหลก ตำบลบ่อนอก จังหวัดประจวบคีรีขันธ์
8899210206184|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านห้วยบง จังหวัดนครสวรรค์
8899210207398|โรงพยาบาลส่งเสริมสุขภาพตำบลห้วยยางโทน จังหวัดราชบุรี
8899210208602|โรงพยาบาลส่งเสริมสุขภาพตำบลท่าคา จังหวัดสมุทรสงคราม
8899210209816|โรงพยาบาลส่งเสริมสุขภาพตำบลไชยภูมิ จังหวัดอ่างทอง
8899210210535|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านปะอาว จังหวัดอุบลราชธานี
8899210201616|โรงพยาบาลส่งเสริมสุขภาพตำบลหนองน้ำใส จังหวัดขอนแก่น
8899210202837|โรงพยาบาลส่งเสริมสุขภาพตำบลบางด้วน จังหวัดตรัง
8899210204057|โรงพยาบาลส่งเสริมสุขภาพตำบลท่าช้าง ตำบลตาลเดี่ยว จังหวัดเพชรบูรณ์
8899210205266|โรงพยาบาลส่งเสริมสุขภาพตำบลไทรน้อย จังหวัดพระนครศรีอยุธยา
8899210206481|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองขาม จังหวัดมหาสารคาม
8899210207697|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านใหม่วังผาปูน ตำบลแม่วิน จังหวัดเชียงใหม่
8899210208908|โรงพยาบาลส่งเสริมสุขภาพตำบลหนองปลาหมอ จังหวัดสระบุรี
8899210210124|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองแวง ต.ไชยวาน จังหวัดอุดรธานี
8899210200718|โรงพยาบาล ๕๐ พรรษา มหาวชิราลงกรณ์ จังหวัดอุบลราชธานี
8899210201934|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองพังแค จังหวัดชลบุรี
8899210203147|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านศรีนาวา ตำบลศรีนาวา จังหวัดนครนายก
8899210204359|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโต๊ะเด็ง ตำบลโต๊ะเด็ง จังหวัดนราธิวาส
8899210205575|โรงพยาบาลส่งเสริมสุขภาพตำบลบางตาล  ตำบลเกาะนางคำ จังหวัดพัทลุง
8899210206786|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหัวเมือง ตำบลหัวเมือง จังหวัดยโสธร
8899210208003|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโนนหนองหว้า ตำบลโดด จังหวัดศรีสะเกษ
8899210209210|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านห้วยหิน ตำบลหนองโอ่ง จังหวัดสุพรรณบุรี
8899210210173|โรงพยาบาลส่งเสริมสุขภาพตำบลแม่ข้าวต้ม จังหวัดเชียงราย
8899210201035|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านพระเจดีย์สามองค์ ตำบลหนองลู จังหวัดกาญจนบุรี
8899210202233|โรงพยาบาลส่งเสริมสุขภาพตำบลทะเลทรัพย์ จังหวัดชุมพร
8899210203431|โรงพยาบาลส่งเสริมสุขภาพตำบลหนองกุง จังหวัดนครพนม
8899210204662|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านดงกระทิง ตำบลโนนขวาง จังหวัดบุรีรัมย์
8899210205899|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเกรียงไกร จังหวัดนครสวรรค์
8899210207110|โรงพยาบาลส่งเสริมสุขภาพตำบลทรายแดง จังหวัดระนอง
8899210208315|โรงพยาบาลส่งเสริมสุขภาพตำบลคลองอู่ตะเภา จังหวัดสงขลา
8899210209535|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านตากลาง ตำบลกระโพ จังหวัดสุรินทร์
8899210200273|โรงพยาบาลวิเศษชัยชาญ จังหวัดอ่างทอง
8899210201331|โรงพยาบาลส่งเสริมสุขภาพตำบลเมืองการุ้ง จังหวัดอุทัยธานี
8899210202558|โรงพยาบาลส่งเสริมสุขภาพตำบลเหล่ายาว จังหวัดลำพูน
8899210203761|โรงพยาบาลส่งเสริมสุขภาพตำบลหนองหญ้าขาว จังหวัดนครราชสีมา
8899210204974|โรงพยาบาลส่งเสริมสุขภาพตำบลแม่รำพึง จังหวัดประจวบคีรีขันธ์
8899210206204|โรงพยาบาลส่งเสริมสุขภาพตำบลท่าสองยาง จังหวัดตาก
8899210207417|โรงพยาบาลส่งเสริมสุขภาพตำบลโคกตูม จังหวัดลพบุรี
8899210208621|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านดอนมะโนรา จังหวัดสมุทรสงคราม
8899210209835|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านพายทอง จังหวัดอ่างทอง
8899210210554|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโพนเมือง ตำบลตระการ จังหวัดอุบลราชธานี
8899210200662|โรงพยาบาลจอมพระ จังหวัดสุรินทร์
8899210201635|โรงพยาบาลส่งเสริมสุขภาพตำบลหันโจด จังหวัดขอนแก่น
8899210202856|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านต้นปรง ตำบลนาชุมเห็ด จังหวัดตรัง
8899210204077|โรงพยาบาลส่งเสริมสุขภาพตำบลน้ำชุนใหญ่ ตำบลน้ำชุน จังหวัดเพชรบูรณ์
8899210205285|โรงพยาบาลส่งเสริมสุขภาพตำบลบางหลวง จังหวัดพระนครศรีอยุธยา
8899210206500|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองเม็ก จังหวัดมหาสารคาม
8899210207716|โรงพยาบาลส่งเสริมสุขภาพตำบลเจริญเมือง จังหวัดเชียงราย
8899210208927|โรงพยาบาลส่งเสริมสุขภาพตำบลห้วยป่าหวาย จังหวัดสระบุรี
8899210210143|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านห้วยยาง  ต.โพนสูง จังหวัดอุดรธานี
8899210200742|โรงพยาบาลเหล่าเสือโก้ก จังหวัดอุบลราชธานี
8899210201947|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านห้างสูง จังหวัดชลบุรี
8899210203166|โรงพยาบาลส่งเสริมสุขภาพตำบลงิ้วราย จังหวัดนครปฐม
8899210204378|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านยะหอ  ตำบลแม่ดง จังหวัดนราธิวาส
8899210205594|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านควนเพ็ง  ตำบลโคกทราย จังหวัดพัทลุง
8899210206805|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านกือลอง จังหวัดยะลา
